Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HoF
Karl-Anthony Towns,358.0,358.0,34.38,8.56,16.04,0.53,1.42,3.58,0.4,7.14,12.46,0.57,0.58,4.13,4.97,0.83,3.13,8.63,11.76,2.77,0.78,1.46,2.53,3.3,22.66,No
Kasib Powell,11.0,4.0,27.64,3.18,8.64,0.37,0.73,3.0,0.24,2.45,5.64,0.44,0.41,0.55,0.82,0.67,0.73,3.27,4.0,1.64,0.82,0.18,0.45,1.64,7.64,No
Kawhi Leonard,524.0,497.0,31.02,6.72,13.69,0.49,1.46,3.81,0.38,5.26,9.88,0.53,0.54,3.79,4.44,0.85,1.22,5.17,6.4,2.68,1.78,0.66,1.58,1.73,18.69,No
Kay Felder,74.0,0.0,9.0,1.41,4.03,0.35,0.2,0.81,0.25,1.2,3.22,0.37,0.37,0.77,0.99,0.78,0.12,0.92,1.04,1.32,0.32,0.12,0.84,0.81,3.78,No
Kebu Stewart,15.0,0.0,7.33,0.8,1.73,0.46,0.0,0.0,0.0,0.8,1.73,0.46,0.46,1.07,1.67,0.64,0.6,1.47,2.07,0.13,0.33,0.13,0.53,0.87,2.67,No
Kedrick Brown,198.0,62.0,14.67,1.62,3.81,0.42,0.42,1.35,0.31,1.19,2.46,0.48,0.48,0.37,0.59,0.64,0.7,1.79,2.49,0.84,0.58,0.18,0.47,1.26,4.03,No
Keita Bates-Diop,118.0,3.0,16.87,2.2,5.17,0.43,0.69,2.19,0.31,1.52,2.98,0.51,0.49,1.07,1.51,0.71,0.56,2.3,2.86,0.65,0.47,0.53,0.41,0.97,6.16,No
Keith Appling,5.0,0.0,5.4,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2,No
Keith Askins,486.0,80.0,16.43,1.39,3.47,0.4,0.57,1.59,0.36,0.83,1.88,0.44,0.48,0.46,0.64,0.72,1.08,1.86,2.94,0.77,0.57,0.35,0.66,2.25,3.81,No
Keith Benson,3.0,0.0,3.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
Keith Bogans,808.0,379.0,21.92,2.25,5.73,0.39,1.06,3.02,0.35,1.19,2.71,0.44,0.48,0.94,1.3,0.72,0.59,2.22,2.81,1.31,0.67,0.1,0.87,1.85,6.49,No
Keith Booth,45.0,4.0,9.98,1.13,3.49,0.32,0.02,0.24,0.09,1.11,3.24,0.34,0.33,0.6,1.07,0.56,0.6,1.56,2.16,0.87,0.49,0.24,0.93,1.4,2.89,No
Keith Closs,130.0,7.0,12.67,1.55,3.28,0.47,0.0,0.03,0.0,1.55,3.25,0.48,0.47,0.77,1.27,0.61,1.02,1.84,2.86,0.34,0.22,1.25,0.6,1.28,3.86,No
Keith Edmonson,142.0,2.0,10.94,2.56,5.5,0.47,0.0,0.01,0.0,2.56,5.49,0.47,0.47,1.44,1.96,0.73,0.79,0.73,1.51,0.63,0.44,0.14,1.0,1.46,6.56,No
Keith Herron,110.0,0.0,23.08,4.28,9.64,0.44,0.02,0.11,0.17,4.26,9.53,0.45,0.45,2.14,2.5,0.85,0.98,1.13,2.11,1.55,0.9,0.25,1.5,1.63,10.72,No
Keith Jennings,164.0,26.0,18.02,2.15,4.93,0.44,0.83,2.22,0.37,1.32,2.71,0.49,0.52,1.51,1.77,0.85,0.27,1.24,1.51,3.74,1.0,0.01,1.23,1.3,6.65,No
Keith Langford,2.0,0.0,5.0,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,No
Keith Lee,182.0,43.0,15.97,2.51,5.56,0.45,0.01,0.07,0.17,2.49,5.49,0.45,0.45,1.1,1.47,0.75,1.55,3.18,4.73,0.98,0.41,0.6,1.19,2.69,6.12,No
Keith McCord,2.0,0.0,4.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,2.0,No
Keith McLeod,248.0,97.0,17.91,1.76,4.86,0.36,0.3,1.02,0.3,1.46,3.84,0.38,0.39,1.57,1.93,0.81,0.18,1.08,1.25,2.52,0.68,0.13,1.19,1.65,5.39,No
Keith Owens,20.0,0.0,4.0,0.45,1.6,0.28,0.0,0.0,0.0,0.45,1.6,0.28,0.28,0.4,0.5,0.8,0.4,0.35,0.75,0.15,0.25,0.2,0.1,0.55,1.3,No
Keith Smart,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,No
Keith Smith,42.0,4.0,10.98,1.36,3.57,0.38,0.07,0.21,0.33,1.29,3.36,0.38,0.39,0.5,0.67,0.75,0.31,0.45,0.76,1.02,0.6,0.07,0.71,1.76,3.29,No
Keith Tower,53.0,2.0,7.85,0.74,1.72,0.43,0.0,0.02,0.0,0.74,1.7,0.43,0.43,0.38,0.68,0.56,0.47,0.83,1.3,0.13,0.11,0.23,0.36,1.3,1.85,No
Keith Van Horn,709.0,541.0,31.02,5.73,12.87,0.45,1.05,2.86,0.37,4.68,10.01,0.47,0.49,3.09,3.7,0.84,1.92,4.72,6.63,1.54,0.81,0.49,2.13,2.99,15.61,No
Kelan Martin,31.0,4.0,15.97,2.29,5.84,0.39,0.81,3.1,0.26,1.48,2.74,0.54,0.46,0.97,1.0,0.97,0.39,2.71,3.1,0.74,0.23,0.29,0.65,1.65,6.35,No
Keldon Johnson,17.0,1.0,17.71,3.12,5.24,0.6,0.76,1.29,0.59,2.35,3.94,0.6,0.67,2.06,2.59,0.8,0.59,2.76,3.35,0.88,0.82,0.12,0.76,1.65,9.06,No
Kelenna Azubuike,208.0,84.0,24.16,3.86,8.4,0.46,1.01,2.47,0.41,2.85,5.93,0.48,0.52,1.75,2.27,0.77,1.24,2.75,3.99,1.11,0.62,0.5,0.98,1.96,10.47,No
Kelly McCarty,2.0,0.0,2.0,1.0,1.5,0.67,0.0,0.0,0.0,1.0,1.5,0.67,0.67,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0,No
Kelly Olynyk,500.0,103.0,21.29,3.52,7.38,0.48,1.14,3.05,0.37,2.38,4.34,0.55,0.55,1.5,1.94,0.77,1.16,3.68,4.84,1.87,0.71,0.45,1.41,2.78,9.67,No
Kelly Oubre Jr.,417.0,118.0,24.72,4.12,9.48,0.43,1.27,3.88,0.33,2.85,5.6,0.51,0.5,2.08,2.67,0.78,0.85,3.39,4.24,0.99,0.96,0.52,1.11,2.6,11.58,No
Kelly Tripucka,707.0,575.0,29.64,6.27,13.27,0.47,0.24,0.66,0.36,6.03,12.61,0.48,0.48,4.39,5.18,0.85,1.33,2.5,3.82,2.96,0.96,0.19,2.4,2.31,17.17,No
Kelvin Cato,568.0,248.0,19.28,2.04,4.05,0.5,0.0,0.02,0.08,2.04,4.03,0.51,0.5,1.3,2.01,0.65,1.59,3.59,5.18,0.44,0.52,1.23,0.82,2.46,5.38,No
Kelvin Ransey,474.0,166.0,24.44,4.66,10.26,0.45,0.04,0.32,0.13,4.61,9.94,0.46,0.46,2.0,2.55,0.78,0.48,1.42,1.9,5.23,1.0,0.07,2.02,1.95,11.35,No
Kelvin Upshaw,192.0,1.0,13.14,2.24,4.93,0.45,0.11,0.46,0.24,2.13,4.47,0.48,0.47,0.77,0.99,0.77,0.3,0.92,1.22,2.23,0.7,0.07,1.06,1.79,5.35,No
Kemba Walker,661.0,616.0,33.81,6.87,16.42,0.42,2.21,6.15,0.36,4.66,10.27,0.45,0.49,3.94,4.71,0.84,0.58,3.25,3.83,5.41,1.28,0.39,2.17,1.52,19.9,No
Ken Austin,7.0,0.0,4.0,0.86,1.86,0.46,0.0,0.0,0.0,0.86,1.86,0.46,0.46,0.0,0.0,0.0,0.29,0.14,0.43,0.14,0.14,0.14,0.43,1.0,1.71,No
Ken Bannister,253.0,71.0,15.28,2.32,4.75,0.49,0.0,0.02,0.0,2.32,4.74,0.49,0.49,1.3,2.64,0.49,1.09,2.44,3.53,0.44,0.43,0.32,1.37,2.64,5.93,No
Ken Green,7.0,0.0,10.29,1.86,3.86,0.48,0.0,0.0,0.0,1.86,3.86,0.48,0.48,0.71,1.29,0.56,1.71,2.14,3.86,0.29,0.57,0.0,0.14,1.14,4.43,No
Ken Johnson,80.0,0.0,12.14,1.6,3.14,0.51,0.0,0.0,0.0,1.6,3.14,0.51,0.51,0.49,1.14,0.43,1.18,2.26,3.44,0.24,0.18,0.42,0.81,2.09,3.69,No
Ken Norman,646.0,441.0,29.4,5.78,11.91,0.49,0.36,1.15,0.31,5.43,10.76,0.5,0.5,1.57,2.76,0.57,2.09,4.02,6.11,2.1,0.8,0.67,1.82,2.3,13.49,No
Kendall Gill,1013.0,837.0,30.76,5.25,12.04,0.44,0.34,1.12,0.3,4.91,10.92,0.45,0.45,2.57,3.4,0.76,1.33,2.85,4.18,3.16,1.56,0.45,1.84,2.61,13.4,No
Kendall Marshall,160.0,57.0,19.27,1.97,4.93,0.4,0.8,2.16,0.37,1.17,2.77,0.42,0.48,0.28,0.45,0.61,0.14,1.44,1.58,4.87,0.67,0.06,1.78,1.12,5.01,No
Kendrick Nunn,67.0,67.0,29.28,5.99,13.64,0.44,2.04,5.84,0.35,3.94,7.81,0.5,0.51,1.27,1.49,0.85,0.31,2.37,2.69,3.28,0.84,0.22,1.7,2.27,15.28,No
Kendrick Perkins,879.0,592.0,21.67,2.13,4.07,0.52,0.0,0.02,0.0,2.13,4.05,0.53,0.52,1.01,1.72,0.59,1.66,4.13,5.78,1.01,0.33,1.1,1.57,2.72,5.27,No
Kennard Winchester,141.0,1.0,7.87,1.31,3.15,0.42,0.1,0.3,0.33,1.21,2.84,0.43,0.43,0.48,0.62,0.78,0.45,0.59,1.04,0.38,0.21,0.19,0.35,0.85,3.21,No
Kenneth Faried,515.0,398.0,24.19,4.56,8.3,0.55,0.03,0.14,0.26,4.52,8.16,0.55,0.55,2.14,3.28,0.65,3.03,4.99,8.03,0.95,0.71,0.81,1.28,2.45,11.29,No
Kenny Anderson,1092.0,835.0,29.26,4.46,10.63,0.42,0.64,1.85,0.35,3.81,8.78,0.43,0.45,2.49,3.17,0.79,0.76,2.21,2.96,5.88,1.42,0.12,2.0,2.27,12.05,No
Kenny Battle,206.0,25.0,13.75,1.88,3.79,0.5,0.03,0.27,0.13,1.84,3.52,0.52,0.5,1.05,1.43,0.74,1.09,1.43,2.52,0.83,0.78,0.25,0.72,1.61,4.84,No
Kenny Carr,703.0,283.0,27.1,4.87,9.54,0.51,0.01,0.07,0.08,4.86,9.47,0.51,0.51,2.74,4.01,0.68,2.49,5.5,7.99,1.42,0.79,0.46,2.19,3.37,12.49,No
Kenny Dennard,95.0,3.0,13.09,1.15,2.67,0.43,0.03,0.11,0.3,1.12,2.57,0.43,0.44,0.49,0.77,0.64,1.09,1.92,3.01,0.98,0.78,0.18,0.73,2.01,2.82,No
Kenny Fields,232.0,38.0,15.41,2.68,5.73,0.47,0.03,0.12,0.21,2.66,5.61,0.47,0.47,1.22,1.65,0.74,1.03,1.61,2.64,1.07,0.56,0.21,1.01,2.23,6.61,No
Kenny Gattison,494.0,130.0,20.1,3.11,5.98,0.52,0.0,0.02,0.08,3.11,5.96,0.52,0.52,1.72,2.65,0.65,1.51,3.2,4.71,0.9,0.59,0.66,1.22,2.87,7.94,No
Kenny Green,101.0,0.0,10.67,1.89,4.5,0.42,0.0,0.02,0.0,1.89,4.48,0.42,0.42,0.83,1.16,0.72,0.59,1.13,1.72,0.25,0.14,0.2,0.84,1.13,4.61,No
Kenny Higgs,148.0,49.0,22.87,2.78,6.36,0.44,0.05,0.37,0.15,2.72,5.99,0.45,0.44,2.03,2.49,0.82,0.32,1.64,1.95,5.43,1.17,0.08,2.18,3.42,7.64,No
Kenny Natt,57.0,0.0,7.32,1.18,2.84,0.41,0.04,0.18,0.2,1.14,2.67,0.43,0.42,0.35,0.58,0.61,0.33,0.42,0.75,0.77,0.25,0.02,0.67,1.05,2.74,No
Kenny Payne,144.0,13.0,8.1,1.51,3.69,0.41,0.12,0.4,0.29,1.4,3.29,0.42,0.43,0.38,0.44,0.86,0.31,0.87,1.18,0.42,0.26,0.15,0.47,0.9,3.53,No
Kenny Satterfield,114.0,16.0,13.72,1.61,4.96,0.32,0.15,0.73,0.2,1.46,4.23,0.34,0.34,0.61,0.84,0.73,0.43,0.78,1.21,2.14,0.62,0.04,1.22,1.01,3.97,No
Kenny Smith,864.0,704.0,29.4,4.64,9.72,0.48,0.87,2.18,0.4,3.77,7.55,0.5,0.52,2.17,2.62,0.83,0.35,1.56,1.92,5.36,0.99,0.08,2.19,1.57,12.31,No
Kenny Thomas,771.0,506.0,27.82,3.81,8.18,0.47,0.08,0.32,0.24,3.73,7.86,0.47,0.47,1.97,2.77,0.71,2.36,4.65,7.01,1.61,0.85,0.42,1.69,2.56,9.66,No
Kenny Walker,448.0,160.0,20.2,2.77,5.71,0.49,0.02,0.08,0.21,2.75,5.63,0.49,0.49,1.43,1.91,0.75,1.66,2.35,4.0,0.67,0.52,0.67,0.78,2.64,6.98,No
Kenny Williams,260.0,7.0,11.22,2.1,4.12,0.51,0.0,0.05,0.0,2.1,4.06,0.52,0.51,0.59,0.87,0.68,1.21,1.45,2.67,0.62,0.29,0.64,0.52,1.41,4.8,No
Kenrich Williams,85.0,47.0,22.48,1.86,5.01,0.37,0.91,2.98,0.3,0.95,2.04,0.47,0.46,0.26,0.53,0.49,1.25,3.52,4.76,1.65,0.85,0.47,0.68,2.15,4.88,No
Kent Bazemore,686.0,314.0,20.8,3.0,7.31,0.41,1.05,3.0,0.35,1.95,4.31,0.45,0.48,1.42,1.97,0.72,0.34,2.84,3.19,1.74,0.99,0.47,1.42,2.05,8.46,No
Kent Benson,602.0,233.0,23.57,3.73,7.59,0.49,0.01,0.06,0.21,3.71,7.53,0.49,0.49,1.38,1.8,0.77,1.77,3.97,5.74,1.79,0.86,0.9,1.58,2.86,8.85,No
Kentavious Caldwell-Pope,539.0,397.0,29.21,4.17,9.98,0.42,1.63,4.68,0.35,2.53,5.3,0.48,0.5,1.6,2.01,0.8,0.66,2.51,3.17,1.63,1.12,0.19,1.0,1.86,11.58,No
Kenton Edelin,10.0,1.0,14.3,0.4,1.3,0.31,0.0,0.0,0.0,0.4,1.3,0.31,0.31,0.3,0.8,0.37,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1,No
Kenyon Martin,757.0,667.0,30.56,5.12,10.61,0.48,0.09,0.37,0.23,5.03,10.24,0.49,0.49,1.99,3.17,0.63,1.73,5.08,6.82,1.9,1.18,1.14,1.74,3.3,12.32,No
Keon Clark,434.0,68.0,22.33,3.29,6.63,0.5,0.0,0.05,0.05,3.29,6.59,0.5,0.5,1.53,2.42,0.63,1.82,4.01,5.83,0.91,0.5,1.67,1.29,2.9,8.12,No
Kermit Washington,179.0,5.0,29.34,4.42,7.96,0.56,0.0,0.02,0.0,4.42,7.93,0.56,0.56,2.45,3.86,0.63,3.41,5.89,9.3,1.93,0.96,1.32,1.88,3.54,11.28,No
Kerry Kittles,507.0,455.0,33.39,5.48,12.5,0.44,1.37,3.63,0.38,4.11,8.87,0.46,0.49,1.8,2.31,0.78,1.01,2.9,3.91,2.55,1.6,0.44,1.22,1.76,14.13,No
Kevin Brooks,126.0,2.0,8.18,1.37,3.4,0.4,0.1,0.48,0.2,1.27,2.93,0.43,0.41,0.48,0.56,0.86,0.32,0.8,1.12,0.38,0.14,0.05,0.55,0.67,3.31,No
Kevin Burleson,39.0,1.0,8.72,0.56,2.26,0.25,0.26,1.38,0.19,0.31,0.87,0.35,0.31,0.41,0.44,0.94,0.1,0.56,0.67,1.23,0.67,0.05,0.64,1.62,1.79,No
Kevin Duckworth,749.0,528.0,24.48,4.47,9.54,0.47,0.01,0.03,0.2,4.46,9.5,0.47,0.47,2.32,3.17,0.73,1.93,3.64,5.56,0.84,0.47,0.45,1.76,3.19,11.26,No
Kevin Durant,849.0,849.0,36.87,9.2,18.68,0.49,1.85,4.86,0.38,7.35,13.82,0.53,0.54,6.76,7.66,0.88,0.73,6.33,7.06,4.11,1.12,1.11,3.12,1.91,27.02,No
Kevin Edwards,643.0,307.0,24.6,4.21,9.99,0.42,0.28,0.84,0.34,3.93,9.15,0.43,0.44,1.79,2.22,0.8,0.83,1.82,2.65,2.56,1.32,0.31,1.82,1.64,10.49,No
Kevin Gamble,714.0,283.0,22.18,3.8,7.68,0.49,0.38,1.05,0.36,3.42,6.63,0.52,0.52,1.18,1.45,0.81,0.55,1.65,2.2,1.96,0.71,0.26,0.88,1.93,9.16,No
Kevin Garnett,1509.0,1472.0,34.04,7.06,14.21,0.5,0.12,0.42,0.27,6.94,13.79,0.5,0.5,3.26,4.13,0.79,2.16,7.76,9.92,3.66,1.26,1.36,2.14,2.43,17.49,Yes
Kevin Grevey,394.0,82.0,24.01,4.29,9.84,0.44,0.37,1.1,0.33,3.92,8.74,0.45,0.45,2.14,2.52,0.85,0.71,1.41,2.12,2.14,0.62,0.18,1.19,1.8,11.08,No
Kevin Henderson,39.0,4.0,10.9,1.15,2.92,0.39,0.0,0.05,0.0,1.15,2.87,0.4,0.39,0.82,1.38,0.59,0.49,0.67,1.15,1.46,0.44,0.0,0.97,1.56,3.13,No
Kevin Hervey,10.0,0.0,5.2,0.7,2.7,0.26,0.3,2.0,0.15,0.4,0.7,0.57,0.31,0.0,0.0,0.0,0.1,1.1,1.2,0.5,0.1,0.1,0.0,0.4,1.7,No
Kevin Huerter,131.0,107.0,29.07,4.02,9.67,0.42,2.01,5.24,0.38,2.02,4.43,0.46,0.52,0.72,0.92,0.78,0.73,2.89,3.61,3.26,0.89,0.4,1.5,2.24,10.77,No
Kevin Johnson,815.0,651.0,33.1,5.87,11.97,0.49,0.2,0.67,0.3,5.67,11.3,0.5,0.5,5.06,6.01,0.84,0.64,2.54,3.18,8.77,1.45,0.25,2.95,2.08,17.0,No
Kevin Jones,32.0,0.0,10.44,1.34,3.34,0.4,0.0,0.0,0.0,1.34,3.34,0.4,0.4,0.28,0.47,0.6,1.19,1.25,2.44,0.31,0.28,0.16,0.25,0.78,2.97,No
Kevin Knox,140.0,61.0,23.74,3.44,9.39,0.37,1.36,4.02,0.34,2.09,5.37,0.39,0.44,1.63,2.34,0.7,0.64,3.07,3.71,1.02,0.47,0.37,1.14,2.01,9.87,No
Kevin Kunnert,94.0,0.0,14.69,1.82,4.02,0.45,0.0,0.0,0.0,1.82,4.02,0.45,0.45,0.82,1.21,0.68,1.65,3.3,4.95,1.21,0.29,0.64,1.16,2.69,4.46,No
Kevin Loder,159.0,26.0,14.03,2.42,5.25,0.46,0.04,0.16,0.27,2.37,5.08,0.47,0.46,0.93,1.34,0.69,0.75,1.48,2.24,1.18,0.44,0.3,0.97,1.74,5.81,No
Kevin Love,713.0,630.0,31.98,6.0,13.57,0.44,1.72,4.63,0.37,4.29,8.94,0.48,0.51,4.5,5.43,0.83,2.77,8.38,11.14,2.38,0.68,0.45,1.98,2.1,18.22,No
Kevin Lynch,95.0,11.0,12.03,1.29,2.97,0.44,0.03,0.09,0.33,1.26,2.87,0.44,0.44,0.64,0.88,0.73,0.44,0.82,1.26,1.14,0.51,0.16,0.72,1.59,3.26,No
Kevin Martin,815.0,560.0,29.8,5.27,12.16,0.43,1.55,4.07,0.38,3.72,8.09,0.46,0.5,4.92,5.65,0.87,0.54,2.59,3.13,1.87,0.88,0.11,1.65,1.89,17.0,No
Kevin McHale,971.0,400.0,31.02,7.03,12.7,0.55,0.04,0.16,0.26,6.99,12.54,0.56,0.56,3.74,4.69,0.8,2.43,4.91,7.33,1.72,0.35,1.74,1.95,2.84,17.85,Yes
Kevin McKenna,243.0,26.0,14.24,2.05,4.95,0.41,0.42,1.16,0.37,1.63,3.8,0.43,0.46,0.91,1.11,0.82,0.42,0.88,1.3,1.41,0.76,0.1,0.84,2.02,5.43,No
Kevin Murphy,17.0,0.0,3.06,0.41,1.65,0.25,0.06,0.29,0.2,0.35,1.35,0.26,0.27,0.0,0.0,0.0,0.0,0.24,0.24,0.12,0.06,0.0,0.18,0.24,0.88,No
Kevin Ollie,938.0,126.0,16.36,1.38,3.37,0.41,0.01,0.04,0.32,1.37,3.32,0.41,0.41,1.32,1.68,0.78,0.24,1.39,1.63,2.45,0.55,0.04,0.82,1.23,4.1,No
Kevin Porter,162.0,0.0,26.43,4.12,8.25,0.5,0.02,0.1,0.19,4.1,8.15,0.5,0.5,1.89,2.41,0.78,0.38,0.92,1.3,7.64,1.1,0.13,2.69,2.88,10.15,No
Kevin Porter Jr.,50.0,3.0,23.24,3.72,8.42,0.44,1.06,3.16,0.34,2.66,5.26,0.51,0.5,1.46,2.02,0.72,0.44,2.8,3.24,2.18,0.92,0.28,1.86,2.7,9.96,No
Kevin Pritchard,113.0,1.0,11.67,1.17,2.92,0.4,0.09,0.45,0.2,1.08,2.47,0.44,0.42,0.97,1.24,0.79,0.15,0.75,0.9,1.65,0.35,0.12,0.83,1.49,3.4,No
Kevin Restani,240.0,0.0,16.38,2.6,5.3,0.49,0.03,0.17,0.2,2.57,5.13,0.5,0.49,0.89,1.17,0.76,1.21,2.05,3.27,1.31,0.38,0.2,0.99,1.67,6.13,No
Kevin Salvadori,39.0,0.0,6.18,0.33,1.18,0.28,0.0,0.0,0.0,0.33,1.18,0.28,0.28,0.41,0.62,0.67,0.28,0.87,1.15,0.33,0.05,0.62,0.44,0.74,1.08,No
Kevin Stacom,7.0,0.0,12.86,2.0,4.86,0.41,0.14,0.29,0.5,1.86,4.57,0.41,0.43,0.14,0.29,0.5,0.29,0.71,1.0,1.0,0.14,0.0,1.29,0.86,4.29,No
Kevin Séraphin,423.0,34.0,15.2,2.68,5.48,0.49,0.0,0.02,0.0,2.68,5.46,0.49,0.49,0.59,0.82,0.71,1.19,2.27,3.46,0.58,0.21,0.72,1.06,2.13,5.95,No
Kevin Thompson,14.0,0.0,4.14,0.43,1.0,0.43,0.0,0.07,0.0,0.43,0.93,0.46,0.43,0.07,0.14,0.5,0.5,0.43,0.93,0.21,0.0,0.14,0.36,0.79,0.93,No
Kevin Williams,310.0,13.0,11.27,1.86,4.32,0.43,0.01,0.1,0.09,1.85,4.21,0.44,0.43,1.04,1.3,0.8,0.6,0.77,1.37,1.2,0.64,0.15,0.99,2.16,4.76,No
Kevin Willis,1644.0,1036.0,27.2,4.99,10.33,0.48,0.03,0.13,0.2,4.96,10.2,0.49,0.48,2.12,2.97,0.71,2.89,5.51,8.4,0.92,0.67,0.53,1.78,2.95,12.12,No
Kevinn Pinkney,6.0,0.0,16.67,2.0,4.5,0.44,0.17,0.33,0.5,1.83,4.17,0.44,0.46,1.0,1.5,0.67,1.17,1.33,2.5,0.83,0.5,0.5,0.67,2.0,5.17,No
Kevon Looney,224.0,36.0,13.93,1.87,3.27,0.57,0.03,0.18,0.15,1.84,3.09,0.59,0.57,0.61,1.02,0.6,1.58,2.14,3.71,0.96,0.48,0.59,0.5,1.86,4.37,No
Keyon Dooling,728.0,86.0,19.41,2.49,5.98,0.42,0.61,1.75,0.35,1.87,4.23,0.44,0.47,1.38,1.72,0.8,0.18,1.14,1.32,2.2,0.64,0.1,1.1,1.68,6.96,No
Khalid El-Amin,50.0,14.0,18.72,2.3,6.22,0.37,0.56,1.68,0.33,1.74,4.54,0.38,0.41,1.12,1.44,0.78,0.42,1.2,1.62,2.9,0.96,0.04,1.08,1.98,6.28,No
Khalid Reeves,391.0,155.0,20.72,2.62,6.36,0.41,0.88,2.47,0.36,1.73,3.89,0.45,0.48,1.46,1.96,0.74,0.55,1.44,1.99,3.15,0.78,0.11,1.58,2.31,7.58,No
Khem Birch,140.0,25.0,15.31,1.66,3.0,0.55,0.0,0.01,0.0,1.66,2.99,0.56,0.55,1.19,1.75,0.68,1.71,2.5,4.21,0.87,0.38,0.52,0.51,1.56,4.5,No
Khris Middleton,517.0,442.0,31.49,5.94,12.97,0.46,1.75,4.45,0.39,4.19,8.52,0.49,0.53,2.67,3.05,0.88,0.59,4.06,4.65,3.35,1.25,0.19,1.92,2.6,16.3,No
Khyri Thomas,34.0,0.0,7.53,0.79,2.53,0.31,0.44,1.44,0.31,0.35,1.09,0.32,0.4,0.26,0.44,0.6,0.15,0.47,0.62,0.32,0.29,0.15,0.21,0.91,2.29,No
Kiki Vandeweghe,855.0,549.0,29.77,7.41,14.18,0.52,0.28,0.75,0.37,7.14,13.43,0.53,0.53,4.17,4.78,0.87,1.07,2.27,3.34,2.03,0.57,0.3,1.58,1.92,19.27,No
Kim English,41.0,0.0,9.93,1.02,2.73,0.38,0.34,1.22,0.28,0.68,1.51,0.45,0.44,0.51,0.71,0.72,0.2,0.71,0.9,0.63,0.39,0.07,0.46,1.12,2.9,No
Kim Hughes,176.0,0.0,12.43,0.89,1.94,0.46,0.0,0.0,0.0,0.89,1.94,0.46,0.46,0.1,0.26,0.38,1.26,2.04,3.3,0.82,0.69,0.84,0.78,2.25,1.87,No
Kirk Haston,27.0,0.0,4.96,0.48,2.07,0.23,0.0,0.22,0.0,0.48,1.85,0.26,0.23,0.22,0.44,0.5,0.19,0.81,1.0,0.3,0.0,0.22,0.37,0.7,1.19,No
Kirk Hinrich,997.0,723.0,29.89,3.84,9.3,0.41,1.27,3.38,0.38,2.57,5.92,0.43,0.48,1.54,1.92,0.8,0.34,2.5,2.84,4.62,1.07,0.26,1.77,2.74,10.5,No
Kirk Penney,6.0,0.0,5.0,0.33,1.5,0.22,0.17,0.67,0.25,0.17,0.83,0.2,0.28,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.17,0.0,0.83,0.17,0.83,No
Kirk Snyder,247.0,89.0,17.41,2.37,5.28,0.45,0.39,1.23,0.32,1.98,4.05,0.49,0.49,1.32,1.88,0.7,0.74,1.76,2.5,1.23,0.43,0.34,1.04,1.55,6.45,No
Kiwane Lemorris Garris,31.0,0.0,8.0,0.77,2.42,0.32,0.16,0.48,0.33,0.61,1.94,0.32,0.35,0.61,0.81,0.76,0.1,0.55,0.65,0.97,0.23,0.03,0.52,0.71,2.32,No
Klay Thompson,615.0,578.0,33.07,7.34,15.97,0.46,2.92,6.98,0.42,4.41,9.0,0.49,0.55,1.91,2.25,0.85,0.44,3.02,3.46,2.3,0.91,0.54,1.71,2.13,19.5,No
Kobe Bryant,1346.0,1198.0,36.13,8.71,19.47,0.45,1.36,4.12,0.33,7.35,15.34,0.48,0.48,6.22,7.44,0.84,1.11,4.12,5.24,4.68,1.44,0.48,2.98,2.49,24.99,Yes
Kobi Simmons,33.0,12.0,19.55,2.42,5.73,0.42,0.33,1.18,0.28,2.09,4.55,0.46,0.45,0.76,0.76,1.0,0.42,1.09,1.52,2.06,0.55,0.15,1.33,1.85,5.94,No
Korleone Young,3.0,0.0,5.0,1.67,3.33,0.5,0.33,1.33,0.25,1.33,2.0,0.67,0.55,0.67,0.67,1.0,0.67,0.67,1.33,0.33,0.0,0.0,0.33,1.0,4.33,No
Kornél Dávid,168.0,16.0,13.5,1.74,3.92,0.44,0.0,0.04,0.0,1.74,3.88,0.45,0.44,1.21,1.48,0.82,0.9,1.71,2.61,0.52,0.41,0.18,0.81,1.52,4.7,No
