Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HoF
Kosta Koufos,736.0,231.0,15.9,2.47,4.66,0.53,0.0,0.01,0.0,2.47,4.65,0.53,0.53,0.59,1.02,0.58,1.71,3.16,4.87,0.5,0.41,0.72,0.69,1.98,5.53,No
Kosta Perović,7.0,0.0,5.43,0.43,1.43,0.3,0.0,0.0,0.0,0.43,1.43,0.3,0.3,0.57,0.86,0.67,0.86,1.0,1.86,0.14,0.0,0.29,0.14,0.86,1.43,No
Kostas Antetokounmpo,7.0,0.0,4.43,0.43,0.86,0.5,0.0,0.0,0.0,0.43,0.86,0.5,0.5,0.43,0.86,0.5,0.29,0.29,0.57,0.29,0.29,0.0,0.29,0.29,1.29,No
Kostas Papanikolaou,69.0,7.0,15.78,1.35,3.81,0.35,0.59,2.0,0.3,0.75,1.81,0.42,0.43,0.32,0.46,0.69,0.68,1.61,2.29,1.46,0.61,0.26,1.1,1.38,3.61,No
Kris Dunn,227.0,126.0,24.3,3.4,8.05,0.42,0.56,1.83,0.31,2.84,6.22,0.46,0.46,0.95,1.3,0.73,0.4,2.95,3.35,4.18,1.55,0.44,1.81,2.98,8.3,No
Kris Humphries,922.0,220.0,17.67,2.58,5.63,0.46,0.1,0.32,0.3,2.48,5.31,0.47,0.47,1.45,2.06,0.7,1.7,3.63,5.33,0.68,0.41,0.57,0.86,1.84,6.7,No
Kris Joseph,20.0,0.0,5.4,0.2,1.4,0.14,0.0,0.3,0.0,0.2,1.1,0.18,0.14,0.5,0.8,0.62,0.1,0.6,0.7,0.1,0.3,0.0,0.2,0.3,0.9,No
Kristaps Porziņģis,243.0,242.0,31.19,6.6,15.19,0.43,1.75,4.89,0.36,4.85,10.3,0.47,0.49,3.47,4.32,0.8,1.67,5.98,7.64,1.44,0.73,2.03,1.74,3.19,18.42,No
Kurk Lee,48.0,0.0,5.52,0.4,1.48,0.27,0.06,0.31,0.2,0.33,1.17,0.29,0.29,0.52,0.58,0.89,0.15,0.48,0.62,0.71,0.23,0.04,0.42,0.81,1.38,No
Kurt Nimphius,710.0,287.0,20.78,2.76,5.64,0.49,0.0,0.04,0.07,2.75,5.6,0.49,0.49,1.37,2.01,0.68,1.57,2.82,4.39,1.08,0.34,1.2,1.05,2.89,6.89,No
Kurt Rambis,1026.0,524.0,18.54,2.01,3.78,0.53,0.0,0.02,0.0,2.01,3.76,0.53,0.53,1.1,1.6,0.68,1.83,3.74,5.57,1.09,0.88,0.5,1.15,2.31,5.11,No
Kurt Thomas,1180.0,698.0,24.36,3.42,7.03,0.49,0.01,0.03,0.27,3.41,7.0,0.49,0.49,1.14,1.51,0.76,1.74,4.9,6.64,1.08,0.66,0.76,1.09,3.19,7.98,No
Kwame Brown,645.0,296.0,21.86,2.47,5.01,0.49,0.0,0.01,0.11,2.46,4.99,0.49,0.49,1.61,2.87,0.56,1.76,3.7,5.46,0.93,0.54,0.62,1.27,2.27,6.54,No
Ky Bowman,45.0,12.0,22.56,2.98,7.13,0.42,0.73,2.38,0.31,2.24,4.76,0.47,0.47,0.76,0.91,0.83,0.53,2.16,2.69,2.91,0.98,0.22,1.56,2.27,7.44,No
Kyle Alexander,2.0,0.0,6.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,No
Kyle Anderson,367.0,168.0,19.65,2.18,4.46,0.49,0.22,0.72,0.31,1.96,3.74,0.52,0.51,0.84,1.2,0.7,0.69,3.28,3.97,2.0,0.95,0.53,0.89,1.43,5.43,No
Kyle Collinsworth,32.0,2.0,15.0,1.19,3.09,0.38,0.12,0.53,0.24,1.06,2.56,0.41,0.4,0.66,1.25,0.52,1.0,2.34,3.34,1.75,0.53,0.28,0.75,1.38,3.16,No
Kyle Guy,3.0,0.0,3.33,0.67,1.67,0.4,0.0,1.0,0.0,0.67,0.67,1.0,0.4,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.33,1.33,No
Kyle Korver,1444.0,445.0,24.93,3.32,7.51,0.44,1.98,4.65,0.43,1.34,2.86,0.47,0.57,1.05,1.19,0.88,0.26,2.62,2.88,1.67,0.63,0.32,1.03,2.03,9.68,No
Kyle Kuzma,208.0,114.0,30.0,6.03,13.43,0.45,1.79,5.42,0.33,4.24,8.01,0.53,0.52,2.16,2.95,0.73,0.96,4.51,5.47,1.92,0.57,0.41,1.75,2.19,16.02,No
Kyle Lowry,991.0,699.0,30.84,4.54,10.73,0.42,1.74,4.78,0.36,2.81,5.95,0.47,0.5,3.37,4.16,0.81,0.77,3.4,4.17,5.99,1.32,0.29,2.26,2.66,14.19,No
Kyle Macy,551.0,257.0,25.85,3.95,7.87,0.5,0.35,1.03,0.34,3.6,6.84,0.53,0.52,1.3,1.49,0.87,0.56,1.64,2.2,3.99,1.15,0.09,1.29,1.96,9.54,No
Kyle O'Quinn,472.0,65.0,14.22,2.3,4.45,0.52,0.07,0.3,0.22,2.23,4.15,0.54,0.52,0.78,1.05,0.74,1.33,3.26,4.59,1.36,0.4,0.96,0.97,2.03,5.44,No
Kyle Singler,436.0,230.0,21.87,2.33,5.64,0.41,0.91,2.45,0.37,1.42,3.2,0.44,0.49,0.87,1.11,0.78,0.8,2.0,2.8,0.82,0.57,0.3,0.76,2.03,6.44,No
Kyle Weaver,73.0,19.0,18.89,1.84,4.16,0.44,0.58,1.63,0.35,1.26,2.53,0.5,0.51,0.73,0.99,0.74,0.47,1.7,2.16,1.63,0.75,0.45,1.1,1.33,4.97,No
Kyle Wiltjer,14.0,0.0,3.14,0.29,1.0,0.29,0.29,0.93,0.31,0.0,0.07,0.0,0.43,0.07,0.14,0.5,0.29,0.43,0.71,0.14,0.21,0.07,0.36,0.29,0.93,No
Kyrie Irving,528.0,528.0,33.76,8.23,17.67,0.47,2.12,5.44,0.39,6.11,12.24,0.5,0.53,3.85,4.39,0.88,0.77,2.93,3.7,5.7,1.32,0.35,2.64,2.22,22.43,No
Kyrylo Fesenko,135.0,7.0,8.2,0.93,1.87,0.5,0.0,0.01,0.0,0.93,1.85,0.5,0.5,0.41,0.99,0.41,0.72,1.27,1.99,0.3,0.14,0.39,0.49,1.66,2.26,No
LaBradford Smith,249.0,42.0,16.1,2.45,5.73,0.43,0.21,0.66,0.32,2.24,5.08,0.44,0.44,1.12,1.41,0.8,0.5,0.93,1.43,2.02,0.73,0.08,1.07,1.88,6.22,No
LaMarcus Aldridge,1003.0,962.0,34.41,7.9,16.07,0.49,0.18,0.58,0.31,7.71,15.49,0.5,0.5,3.57,4.4,0.81,2.68,5.66,8.33,1.98,0.73,1.11,1.57,2.47,19.54,No
LaPhonso Ellis,624.0,359.0,28.23,4.64,10.27,0.45,0.39,1.28,0.3,4.25,8.99,0.47,0.47,2.21,3.03,0.73,2.12,4.35,6.46,1.57,0.69,0.76,1.6,3.1,11.88,No
LaSalle Thompson,1087.0,587.0,21.81,3.27,6.67,0.49,0.0,0.02,0.15,3.27,6.64,0.49,0.49,1.62,2.17,0.75,2.17,4.68,6.85,1.12,0.76,0.99,1.69,3.18,8.16,No
Lamar Odom,961.0,684.0,33.43,5.01,10.81,0.46,0.69,2.21,0.31,4.32,8.6,0.5,0.49,2.6,3.75,0.69,1.89,6.49,8.39,3.7,0.88,0.93,2.34,3.03,13.3,No
Lamar Patterson,40.0,0.0,10.88,0.78,2.38,0.33,0.32,1.38,0.24,0.45,1.0,0.45,0.39,0.45,0.62,0.72,0.12,1.3,1.42,1.12,0.25,0.05,0.68,1.27,2.33,No
Lamond Murray,736.0,364.0,25.1,4.26,9.92,0.43,0.72,1.99,0.36,3.54,7.93,0.45,0.47,2.02,2.66,0.76,1.27,2.85,4.12,1.33,0.93,0.43,1.64,2.0,11.26,No
Lamont Strothers,13.0,0.0,11.92,1.85,5.62,0.33,0.15,1.15,0.13,1.69,4.46,0.38,0.34,0.77,1.08,0.71,0.69,0.46,1.15,1.08,0.69,0.08,1.31,1.15,4.62,No
Lanard Copeland,33.0,0.0,4.79,1.15,2.76,0.42,0.03,0.21,0.14,1.12,2.55,0.44,0.42,0.39,0.48,0.81,0.15,0.36,0.52,0.42,0.09,0.03,0.7,0.52,2.73,No
Lancaster Gordon,201.0,6.0,12.84,2.35,6.01,0.39,0.11,0.42,0.27,2.23,5.59,0.4,0.4,0.79,1.02,0.77,0.58,0.71,1.29,1.46,0.64,0.15,1.18,1.32,5.6,No
Lance Allred,3.0,0.0,3.33,0.33,1.33,0.25,0.0,0.0,0.0,0.33,1.33,0.25,0.25,0.33,0.67,0.5,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.33,1.0,No
Lance Blanks,142.0,2.0,7.36,0.82,1.87,0.44,0.13,0.53,0.25,0.68,1.35,0.51,0.47,0.27,0.4,0.67,0.22,0.56,0.77,0.82,0.27,0.06,0.44,0.86,2.04,No
Lance Stephenson,595.0,212.0,22.86,3.39,7.58,0.45,0.64,2.01,0.32,2.75,5.57,0.49,0.49,1.05,1.51,0.7,0.63,3.4,4.03,2.77,0.64,0.14,1.61,1.94,8.49,No
Lance Thomas,461.0,165.0,19.12,2.02,4.85,0.42,0.37,0.99,0.38,1.64,3.87,0.43,0.45,1.0,1.27,0.79,0.78,1.86,2.64,0.73,0.4,0.14,0.74,1.7,5.41,No
Landry Fields,255.0,176.0,23.57,2.68,5.67,0.47,0.47,1.42,0.33,2.21,4.25,0.52,0.51,0.95,1.43,0.67,0.97,3.31,4.28,1.64,0.83,0.18,1.06,1.22,6.79,No
Landry Shamet,211.0,84.0,23.96,3.02,7.13,0.42,2.11,5.16,0.41,0.91,1.98,0.46,0.57,1.02,1.24,0.82,0.23,1.52,1.74,1.58,0.45,0.14,0.63,2.14,9.18,No
Langston Galloway,479.0,64.0,22.53,3.0,7.64,0.39,1.51,4.06,0.37,1.5,3.58,0.42,0.49,0.91,1.13,0.81,0.48,2.03,2.51,1.64,0.71,0.15,0.62,1.6,8.43,No
Lari Ketner,47.0,0.0,5.77,0.55,1.36,0.41,0.0,0.0,0.0,0.55,1.36,0.41,0.41,0.34,0.51,0.67,0.51,0.94,1.45,0.06,0.17,0.13,0.47,0.85,1.45,No
Laron Profit,135.0,18.0,11.39,1.28,3.06,0.42,0.16,0.66,0.24,1.13,2.4,0.47,0.44,0.55,0.77,0.71,0.39,1.16,1.55,1.23,0.52,0.19,0.86,1.02,3.27,No
Larry Bird,897.0,870.0,38.4,9.58,19.32,0.5,0.72,1.93,0.38,8.85,17.4,0.51,0.51,4.41,4.98,0.89,1.96,8.05,10.0,6.35,1.73,0.84,3.14,2.54,24.29,Yes
Larry Demic,206.0,0.0,15.5,1.93,4.2,0.46,0.0,0.01,0.0,1.93,4.18,0.46,0.46,0.88,1.52,0.58,1.64,2.27,3.91,0.51,0.35,0.24,1.22,2.54,4.74,No
Larry Drew,714.0,341.0,25.73,4.63,9.92,0.47,0.17,0.57,0.29,4.47,9.36,0.48,0.48,1.93,2.41,0.8,0.36,1.41,1.77,5.18,1.11,0.06,2.19,1.8,11.36,No
Larry Drew II,32.0,1.0,11.22,1.06,3.31,0.32,0.31,1.38,0.23,0.75,1.94,0.39,0.37,0.06,0.09,0.67,0.22,0.44,0.66,2.03,0.19,0.0,0.97,0.78,2.5,No
Larry Hughes,977.0,639.0,30.0,4.98,12.38,0.4,0.76,2.4,0.31,4.22,9.97,0.42,0.43,2.95,3.88,0.76,0.95,3.06,4.01,3.0,1.46,0.34,2.06,2.19,13.66,No
Larry Johnson,707.0,699.0,36.33,6.22,12.85,0.48,0.52,1.56,0.33,5.71,11.29,0.51,0.5,3.23,4.21,0.77,2.54,4.96,7.5,3.25,0.73,0.36,2.03,2.68,16.2,No
Larry Kenon,311.0,44.0,24.23,4.92,10.31,0.48,0.0,0.04,0.09,4.92,10.27,0.48,0.48,1.88,2.55,0.74,2.06,3.23,5.3,1.59,0.84,0.2,1.83,1.77,11.73,No
Larry Krystkowiak,420.0,134.0,21.66,3.08,6.74,0.46,0.01,0.09,0.14,3.07,6.65,0.46,0.46,1.98,2.49,0.8,1.53,3.35,4.88,1.22,0.63,0.15,1.24,2.5,8.15,No
Larry Micheaux,153.0,0.0,9.56,1.51,2.64,0.57,0.0,0.04,0.0,1.51,2.6,0.58,0.57,0.52,0.82,0.63,1.07,1.54,2.61,0.52,0.4,0.35,0.61,1.28,3.54,No
Larry Nance,987.0,855.0,33.52,6.95,12.75,0.54,0.01,0.06,0.16,6.94,12.69,0.55,0.55,3.29,4.34,0.76,2.52,5.54,8.06,2.63,0.95,2.21,1.89,2.98,17.19,No
Larry Nance Jr.,381.0,123.0,23.14,3.43,6.29,0.54,0.27,0.86,0.32,3.15,5.43,0.58,0.57,1.1,1.6,0.69,2.14,4.54,6.68,1.68,1.23,0.52,0.93,2.36,8.23,No
Larry Owens,31.0,0.0,11.65,1.1,2.42,0.45,0.45,1.0,0.45,0.65,1.42,0.45,0.55,0.35,0.71,0.5,0.13,1.26,1.39,0.65,0.58,0.35,0.39,1.48,3.0,No
Larry Robinson,159.0,22.0,14.21,1.77,4.6,0.39,0.59,1.58,0.37,1.18,3.03,0.39,0.45,0.5,0.74,0.68,0.71,1.21,1.92,0.96,0.63,0.04,0.74,1.27,4.64,No
Larry Sanders,238.0,113.0,19.47,2.81,5.86,0.48,0.0,0.02,0.0,2.81,5.84,0.48,0.48,0.76,1.38,0.55,2.0,3.66,5.65,0.73,0.64,1.8,0.94,2.8,6.39,No
Larry Smith,883.0,525.0,25.91,2.85,5.37,0.53,0.0,0.01,0.0,2.85,5.36,0.53,0.53,0.98,1.85,0.53,3.85,5.35,9.2,1.07,0.79,0.52,1.45,3.36,6.69,No
Larry Spriggs,169.0,39.0,13.03,2.02,3.9,0.52,0.0,0.04,0.0,2.02,3.86,0.52,0.52,1.13,1.5,0.75,0.74,1.53,2.27,1.29,0.47,0.17,1.24,2.0,5.17,No
Larry Steele,16.0,0.0,27.88,3.88,9.12,0.42,0.0,0.25,0.0,3.88,8.88,0.44,0.42,1.38,1.69,0.81,0.81,2.0,2.81,4.19,1.56,0.06,2.06,3.31,9.12,No
Larry Stewart,270.0,72.0,20.06,2.83,5.57,0.51,0.03,0.16,0.2,2.8,5.4,0.52,0.51,1.73,2.29,0.75,1.64,2.34,3.99,1.25,0.54,0.39,1.28,2.15,7.43,No
Larry Sykes,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,No
Larry Wright,122.0,0.0,18.76,3.02,6.59,0.46,0.05,0.19,0.26,2.98,6.4,0.46,0.46,1.22,1.43,0.86,0.54,1.18,1.72,3.07,0.75,0.2,1.5,2.13,7.32,No
Latrell Sprewell,913.0,868.0,38.63,6.65,15.66,0.43,1.21,3.58,0.34,5.45,12.07,0.45,0.46,3.79,4.71,0.8,0.84,3.24,4.08,4.01,1.42,0.44,2.68,1.85,18.3,No
Lauri Markkanen,170.0,169.0,30.55,5.69,13.22,0.43,2.2,6.18,0.36,3.49,7.05,0.49,0.51,2.56,3.02,0.85,1.25,6.34,7.59,1.34,0.69,0.56,1.46,1.89,16.14,No
Lavor Postell,61.0,0.0,7.31,0.97,2.89,0.34,0.18,0.72,0.25,0.79,2.16,0.36,0.37,1.08,1.36,0.8,0.18,0.56,0.74,0.21,0.2,0.03,0.57,0.46,3.2,No
Lavoy Allen,453.0,89.0,17.61,2.12,4.54,0.47,0.01,0.06,0.14,2.11,4.48,0.47,0.47,0.49,0.72,0.68,1.84,2.91,4.75,1.0,0.32,0.55,0.66,1.84,4.75,No
Lawrence Boston,13.0,0.0,9.62,1.85,4.0,0.46,0.0,0.0,0.0,1.85,4.0,0.46,0.46,0.62,1.0,0.62,1.46,1.54,3.0,0.15,0.31,0.15,0.62,1.92,4.31,No
Lawrence Funderburke,318.0,7.0,14.86,2.55,5.05,0.51,0.01,0.05,0.12,2.55,5.0,0.51,0.51,1.27,1.89,0.68,1.41,2.19,3.59,0.58,0.3,0.31,0.71,1.13,6.39,No
Lawrence Moten,119.0,21.0,15.24,2.4,5.89,0.41,0.5,1.66,0.3,1.91,4.24,0.45,0.45,0.97,1.5,0.65,0.67,0.85,1.52,1.53,0.65,0.27,1.06,1.2,6.28,No
Lawrence Roberts,87.0,18.0,13.22,1.31,2.9,0.45,0.0,0.05,0.0,1.31,2.85,0.46,0.45,1.22,1.77,0.69,1.46,2.1,3.56,0.4,0.51,0.17,0.47,1.87,3.84,No
Lazar Hayward,72.0,0.0,8.21,0.97,2.81,0.35,0.29,1.08,0.27,0.68,1.72,0.4,0.4,0.64,0.83,0.77,0.35,0.9,1.25,0.49,0.24,0.11,0.39,0.9,2.88,No
Lazaro Borrell,17.0,6.0,9.82,1.65,3.71,0.44,0.0,0.18,0.0,1.65,3.53,0.47,0.44,0.35,0.65,0.55,0.82,1.53,2.35,0.59,0.35,0.18,0.35,0.53,3.65,No
LeBron James,1265.0,1264.0,38.38,9.87,19.59,0.5,1.48,4.31,0.34,8.38,15.28,0.55,0.54,5.85,7.97,0.73,1.19,6.24,7.43,7.39,1.59,0.76,3.5,1.84,27.07,No
LeRon Ellis,91.0,2.0,9.42,1.21,2.79,0.43,0.0,0.0,0.0,1.21,2.79,0.43,0.43,0.63,1.02,0.61,0.96,1.46,2.42,0.32,0.27,0.41,0.38,1.15,3.04,No
Leandro Barbosa,914.0,112.0,21.63,4.02,8.8,0.46,1.15,2.98,0.39,2.87,5.82,0.49,0.52,1.47,1.79,0.82,0.39,1.64,2.02,2.05,0.82,0.14,1.26,1.95,10.66,No
Ledell Eackles,441.0,88.0,20.22,4.1,9.23,0.44,0.31,0.93,0.34,3.79,8.31,0.46,0.46,2.33,3.03,0.77,0.82,1.4,2.22,1.68,0.56,0.07,1.36,1.8,10.85,No
Lee Johnson,24.0,0.0,7.5,0.58,2.08,0.28,0.0,0.0,0.0,0.58,2.08,0.28,0.28,0.25,0.42,0.6,0.5,1.33,1.83,0.08,0.0,0.42,0.58,1.5,1.42,No
Lee Mayberry,496.0,150.0,20.84,1.92,4.61,0.42,0.76,2.03,0.38,1.15,2.58,0.45,0.5,0.54,0.82,0.66,0.29,1.01,1.29,3.56,0.71,0.09,1.19,1.74,5.13,No
Lee Nailon,363.0,100.0,18.18,3.49,7.42,0.47,0.0,0.03,0.08,3.49,7.39,0.47,0.47,1.17,1.49,0.79,1.22,1.75,2.97,0.93,0.41,0.17,1.01,1.9,8.16,No
Len Elmore,350.0,75.0,16.42,1.83,4.31,0.43,0.0,0.0,0.0,1.83,4.3,0.43,0.43,0.92,1.26,0.73,1.29,2.45,3.74,0.86,0.69,0.72,1.07,2.54,4.58,No
Leo Rautins,32.0,3.0,6.5,0.66,1.88,0.35,0.0,0.0,0.0,0.66,1.88,0.35,0.35,0.19,0.31,0.6,0.31,0.78,1.09,1.0,0.28,0.06,0.62,1.06,1.5,No
Leon Douglas,217.0,17.0,19.71,2.2,4.24,0.52,0.0,0.02,0.0,2.2,4.23,0.52,0.52,1.19,2.09,0.57,2.0,3.44,5.45,1.04,0.32,0.65,1.26,3.33,5.6,No
Leon Powe,269.0,22.0,13.56,2.04,3.98,0.51,0.0,0.03,0.0,2.04,3.96,0.52,0.51,2.02,3.01,0.67,1.5,2.12,3.62,0.32,0.29,0.32,0.75,2.03,6.1,No
Leon Smith,15.0,0.0,6.93,0.73,1.87,0.39,0.0,0.0,0.0,0.73,1.87,0.39,0.39,0.73,1.13,0.65,0.73,1.47,2.2,0.2,0.33,0.07,0.2,0.87,2.2,No
Leon Wood,394.0,28.0,16.85,2.33,5.85,0.4,0.68,1.96,0.35,1.65,3.89,0.43,0.46,1.45,1.84,0.79,0.29,0.88,1.18,3.1,0.47,0.01,0.96,1.04,6.79,No
Leonard Taylor,10.0,0.0,3.7,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.1,1.6,0.69,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1,No
Leroy Combs,48.0,0.0,9.29,1.69,3.4,0.5,0.0,0.06,0.0,1.69,3.33,0.51,0.5,1.17,1.9,0.62,0.4,0.77,1.17,0.79,0.48,0.38,0.96,1.02,4.54,No
Les Jepsen,52.0,0.0,3.69,0.38,1.15,0.33,0.0,0.04,0.0,0.38,1.12,0.34,0.33,0.25,0.38,0.65,0.56,0.73,1.29,0.04,0.04,0.15,0.12,0.63,1.02,No
Lester Conner,761.0,285.0,21.0,2.28,5.03,0.45,0.03,0.15,0.19,2.25,4.88,0.46,0.46,1.45,1.93,0.75,0.86,1.73,2.59,3.72,1.54,0.09,1.28,1.46,6.04,No
Lester Hudson,98.0,0.0,10.81,1.82,4.78,0.38,0.5,1.85,0.27,1.32,2.93,0.45,0.43,0.97,1.18,0.82,0.31,1.13,1.44,1.22,0.55,0.14,1.04,0.92,5.1,No
Lewis Brown,2.0,0.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,2.5,0.4,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,No
Lewis Lloyd,409.0,260.0,23.3,5.38,10.26,0.52,0.02,0.11,0.21,5.36,10.15,0.53,0.53,1.92,2.5,0.77,1.21,1.75,2.96,2.81,0.9,0.33,2.05,2.07,12.71,No
Linas Kleiza,409.0,65.0,20.01,3.1,7.12,0.44,0.95,2.82,0.34,2.15,4.3,0.5,0.5,1.56,2.04,0.76,0.95,2.65,3.59,0.78,0.39,0.18,1.0,2.17,8.71,No
Lindsey Hunter,937.0,438.0,24.82,3.17,8.18,0.39,1.15,3.18,0.36,2.02,4.99,0.41,0.46,1.0,1.35,0.75,0.47,1.69,2.16,2.67,1.2,0.18,1.24,1.98,8.49,No
Linton Johnson,205.0,34.0,13.43,1.53,3.67,0.42,0.23,0.71,0.32,1.3,2.96,0.44,0.45,0.45,0.64,0.7,1.01,2.1,3.11,0.41,0.47,0.37,0.66,1.71,3.73,No
Linton Townes,64.0,0.0,8.78,1.77,4.0,0.44,0.14,0.39,0.36,1.62,3.61,0.45,0.46,0.47,0.62,0.75,0.48,0.58,1.06,0.52,0.33,0.14,0.55,1.41,4.14,No
Lionel Chalmers,36.0,0.0,12.03,1.17,3.47,0.34,0.33,1.36,0.24,0.83,2.11,0.39,0.38,0.42,0.67,0.63,0.11,0.75,0.86,1.42,0.36,0.0,0.67,0.83,3.08,No
Lionel Hollins,425.0,195.0,25.5,4.04,9.09,0.44,0.04,0.25,0.15,4.0,8.84,0.45,0.45,1.66,2.28,0.73,0.49,1.58,2.07,4.34,1.32,0.2,2.36,2.3,9.78,No
Lionel Simmons,454.0,307.0,29.67,4.94,11.41,0.43,0.09,0.31,0.3,4.84,11.1,0.44,0.44,2.88,3.73,0.77,1.76,4.48,6.24,3.3,1.13,0.8,2.16,2.44,12.85,No
Litterial Green,148.0,4.0,8.03,0.97,2.32,0.42,0.01,0.18,0.08,0.96,2.14,0.45,0.42,0.9,1.35,0.66,0.16,0.34,0.51,1.23,0.33,0.04,0.53,0.84,2.86,No
Lloyd Daniels,252.0,43.0,17.71,2.65,6.75,0.39,0.79,2.58,0.31,1.87,4.17,0.45,0.45,0.71,0.95,0.75,0.92,1.25,2.17,1.5,0.53,0.29,1.02,1.5,6.81,No
Lloyd Walton,137.0,0.0,15.07,1.46,3.36,0.43,0.01,0.03,0.25,1.45,3.33,0.44,0.44,0.55,0.76,0.72,0.34,0.68,1.01,3.6,0.55,0.03,1.4,0.82,3.47,No
Logan Vander Velden,15.0,0.0,2.07,0.2,0.93,0.21,0.0,0.33,0.0,0.2,0.6,0.33,0.21,0.2,0.27,0.75,0.07,0.33,0.4,0.07,0.0,0.0,0.0,0.27,0.6,No
London Perrantes,14.0,0.0,4.71,0.14,0.93,0.15,0.0,0.21,0.0,0.14,0.71,0.2,0.15,0.21,0.36,0.6,0.07,0.21,0.29,0.36,0.14,0.07,0.07,0.43,0.5,No
Lonnie Shelton,433.0,253.0,27.6,4.77,9.85,0.48,0.01,0.07,0.1,4.76,9.78,0.49,0.48,1.67,2.21,0.75,1.87,3.8,5.67,2.32,0.99,0.63,2.0,3.61,11.21,No
Lonnie Walker,78.0,12.0,14.18,2.15,5.17,0.42,0.59,1.46,0.4,1.56,3.71,0.42,0.47,0.67,0.91,0.73,0.29,1.71,2.0,0.99,0.5,0.22,0.62,1.09,5.56,No
Lonny Baxter,265.0,10.0,11.51,1.49,3.18,0.47,0.01,0.03,0.25,1.48,3.15,0.47,0.47,0.81,1.23,0.65,1.08,1.86,2.95,0.24,0.25,0.36,0.63,1.9,3.8,No
Lonzo Ball,162.0,149.0,32.27,4.1,10.54,0.39,1.93,5.67,0.34,2.17,4.87,0.45,0.48,0.59,1.2,0.49,1.2,4.94,6.14,6.6,1.51,0.62,2.67,2.22,10.73,No
Loren Meyer,194.0,87.0,14.19,1.9,4.36,0.43,0.06,0.15,0.4,1.84,4.21,0.44,0.44,0.84,1.2,0.7,1.15,2.07,3.22,0.49,0.22,0.34,1.01,2.56,4.7,No
Loren Woods,215.0,47.0,11.29,0.97,2.31,0.42,0.0,0.03,0.14,0.96,2.27,0.42,0.42,0.64,1.0,0.64,1.22,1.95,3.17,0.34,0.26,0.6,0.64,1.29,2.58,No
Lorenzen Wright,796.0,448.0,23.49,3.22,7.03,0.46,0.0,0.04,0.07,3.22,6.99,0.46,0.46,1.36,2.11,0.64,2.13,4.13,6.26,0.79,0.6,0.72,1.11,2.9,7.8,No
Lorenzo Brown,103.0,7.0,11.5,1.19,3.28,0.36,0.17,1.03,0.17,1.02,2.25,0.45,0.39,0.28,0.4,0.71,0.27,1.19,1.47,1.78,0.59,0.15,0.72,0.98,2.84,No
Lorenzo Charles,36.0,0.0,7.58,1.36,2.44,0.56,0.0,0.0,0.0,1.36,2.44,0.56,0.56,0.67,1.0,0.67,0.36,0.72,1.08,0.22,0.06,0.17,0.5,1.03,3.39,No
Lorenzo Romar,368.0,93.0,17.01,2.4,5.22,0.46,0.06,0.34,0.18,2.34,4.88,0.48,0.47,0.93,1.26,0.74,0.24,1.06,1.3,3.33,0.82,0.1,1.14,1.3,5.8,No
Lorenzo Williams,318.0,184.0,20.22,1.27,2.73,0.47,0.0,0.01,0.0,1.27,2.72,0.47,0.47,0.3,0.79,0.38,2.53,3.36,5.9,0.87,0.49,1.3,0.84,2.68,2.84,No
Lou Amundson,550.0,77.0,12.89,1.47,3.18,0.46,0.0,0.01,0.0,1.47,3.18,0.46,0.46,0.6,1.38,0.44,1.5,2.13,3.63,0.51,0.36,0.71,0.73,1.96,3.55,No
Lou Roe,66.0,2.0,7.26,0.7,2.09,0.33,0.08,0.3,0.25,0.62,1.79,0.35,0.35,0.5,0.77,0.65,0.56,0.83,1.39,0.32,0.2,0.14,0.42,0.79,1.97,No
Lou Williams,1082.0,119.0,24.84,4.7,11.16,0.42,1.4,3.99,0.35,3.3,7.17,0.46,0.48,3.91,4.63,0.84,0.39,1.89,2.27,3.42,0.88,0.19,1.76,1.31,14.71,No
Louis King,10.0,0.0,6.2,0.8,2.1,0.38,0.4,1.1,0.36,0.4,1.0,0.4,0.48,0.0,0.3,0.0,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0,No
Louis Orr,569.0,178.0,23.47,3.73,7.98,0.47,0.01,0.06,0.08,3.73,7.91,0.47,0.47,2.27,2.89,0.79,1.59,2.13,3.72,1.5,0.8,0.29,1.38,1.99,9.75,No
